ensg	enst	ensp	name
ENSMUSG00000025930	ENSMUST00000027062	ENSMUSP00000027062	Msc
ENSMUSG00000048686	ENSMUST00000053830	ENSMUSP00000059625	Hmgb4
ENSMUSG00000009406	ENSMUST00000009550	ENSMUSP00000009550	Elk1
ENSMUSG00000048897	ENSMUST00000164056	ENSMUSP00000132361	Zfp710
ENSMUSG00000031902	ENSMUST00000212936		Nfatc3
ENSMUSG00000057101	ENSMUST00000207002	ENSMUSP00000146219	Zfp180
ENSMUSG00000042406	ENSMUST00000109605	ENSMUSP00000105234	Atf4
ENSMUSG00000062627	ENSMUST00000075872	ENSMUSP00000075269	Mysm1
ENSMUSG00000078500	ENSMUST00000123460	ENSMUSP00000116281	Zfp986
ENSMUSG00000019878	ENSMUST00000220353	ENSMUSP00000151957	Hsf2
ENSMUSG00000069184	ENSMUST00000223163	ENSMUSP00000152502	Zfp72
ENSMUSG00000057406	ENSMUST00000075812	ENSMUSP00000075210	Nsd2
ENSMUSG00000052675	ENSMUST00000120006	ENSMUSP00000113031	Zfp112
ENSMUSG00000066009	ENSMUST00000154939		Zfp987
ENSMUSG00000066007	ENSMUST00000151278		Zfp600
ENSMUSG00000059475	ENSMUST00000168095	ENSMUSP00000130309	Zfp426
ENSMUSG00000028639	ENSMUST00000079644	ENSMUSP00000078589	Ybx1
ENSMUSG00000038482	ENSMUST00000209885	ENSMUSP00000147881	Tfdp1
ENSMUSG00000045639	ENSMUST00000058038	ENSMUSP00000053760	Zfp629
ENSMUSG00000069208	ENSMUST00000202645	ENSMUSP00000144128	Zfp825
ENSMUSG00000068327	ENSMUST00000174674	ENSMUSP00000133420	Tlx2
ENSMUSG00000029706	ENSMUST00000164519	ENSMUSP00000131301	Pax4
ENSMUSG00000047603	ENSMUST00000205834		Zfp235
ENSMUSG00000068962	ENSMUST00000205309	ENSMUSP00000145971	Zfp114
ENSMUSG00000030393	ENSMUST00000032551	ENSMUSP00000032551	Zik1
ENSMUSG00000087598	ENSMUST00000086006	ENSMUSP00000083169	Zfp111
ENSMUSG00000059878	ENSMUST00000079749	ENSMUSP00000078685	Zfp422
ENSMUSG00000078796	ENSMUST00000209369	ENSMUSP00000147475	Zfp541
ENSMUSG00000057098	ENSMUST00000081265	ENSMUSP00000080020	Ebf1
ENSMUSG00000078302	ENSMUST00000105098	ENSMUSP00000100725	Foxd1
ENSMUSG00000061894	ENSMUST00000084276		Zscan20
ENSMUSG00000024912	ENSMUST00000025850	ENSMUSP00000025850	Fosl1
ENSMUSG00000061898	ENSMUST00000049861	ENSMUSP00000059273	Rbak
ENSMUSG00000028163	ENSMUST00000029812	ENSMUSP00000029812	Nfkb1
ENSMUSG00000074502	ENSMUST00000164441	ENSMUSP00000129611	Ubtfl1
ENSMUSG00000001156	ENSMUST00000001184	ENSMUSP00000001184	Mxd1
ENSMUSG00000070605	ENSMUST00000105733	ENSMUSP00000101359	Zfp992
ENSMUSG00000024317	ENSMUST00000234107	ENSMUSP00000157102	Rnf138
ENSMUSG00000056300	ENSMUST00000105735	ENSMUSP00000101361	Zfp981
ENSMUSG00000074283	ENSMUST00000206362	ENSMUSP00000146043	Zfp109
ENSMUSG00000007817	ENSMUST00000161766		Zmiz1
ENSMUSG00000046351	ENSMUST00000050101	ENSMUSP00000061524	Zfp322a
ENSMUSG00000055799	ENSMUST00000069536	ENSMUSP00000069403	Tcf7l1
ENSMUSG00000030507	ENSMUST00000032717	ENSMUSP00000032717	Dbx1
ENSMUSG00000069727	ENSMUST00000107992	ENSMUSP00000103626	Zfp975
ENSMUSG00000025925	ENSMUST00000188371	ENSMUSP00000140744	Terf1
ENSMUSG00000030486	ENSMUST00000206777	ENSMUSP00000145928	Zfp108
ENSMUSG00000054737	ENSMUST00000115333	ENSMUSP00000110989	Zfp182
ENSMUSG00000045179	ENSMUST00000135107	ENSMUSP00000115237	Sox3
ENSMUSG00000033730	ENSMUST00000035908	ENSMUSP00000037042	Egr3
ENSMUSG00000022479	ENSMUST00000023119	ENSMUSP00000023119	Vdr
ENSMUSG00000005917	ENSMUST00000006071	ENSMUSP00000006071	Otx1
ENSMUSG00000038895	ENSMUST00000216916		Zfp653
ENSMUSG00000057894	ENSMUST00000108546	ENSMUSP00000104186	Zfp329
ENSMUSG00000055305	ENSMUST00000108438	ENSMUSP00000104077	Zfp93
ENSMUSG00000079575	ENSMUST00000182751		Rbpj-ps3
ENSMUSG00000032402	ENSMUST00000034973	ENSMUSP00000034973	Smad3
ENSMUSG00000026976	ENSMUST00000028355	ENSMUSP00000028355	Pax8
ENSMUSG00000071076	ENSMUST00000095267	ENSMUSP00000092901	Jund
ENSMUSG00000073062	ENSMUST00000101388	ENSMUSP00000100524	Zxdb
ENSMUSG00000031079	ENSMUST00000040667	ENSMUSP00000046514	Zfp300
ENSMUSG00000058638	ENSMUST00000004614	ENSMUSP00000004614	Zfp110
ENSMUSG00000052684	ENSMUST00000107094	ENSMUSP00000102711	Jun
ENSMUSG00000031870	ENSMUST00000070463	ENSMUSP00000063562	Pgr
ENSMUSG00000020644	ENSMUST00000221761	ENSMUSP00000152052	Id2
ENSMUSG00000027868	ENSMUST00000151606	ENSMUSP00000143417	Tbx15
ENSMUSG00000060510	ENSMUST00000174462	ENSMUSP00000134217	Zfp266
ENSMUSG00000044312	ENSMUST00000050103	ENSMUSP00000054054	Neurog3
ENSMUSG00000060397	ENSMUST00000081891		Zfp128
ENSMUSG00000024986	ENSMUST00000237452		Hhex
ENSMUSG00000063245	ENSMUST00000130825	ENSMUSP00000121301	Zfp993
ENSMUSG00000054715	ENSMUST00000055528	ENSMUSP00000057651	Zscan22
ENSMUSG00000032897	ENSMUST00000043429	ENSMUSP00000047441	Nfyc
ENSMUSG00000058192	ENSMUST00000214194		Zfp846
ENSMUSG00000064194	ENSMUST00000205912	ENSMUSP00000145999	Zfp936
ENSMUSG00000032329	ENSMUST00000034879	ENSMUSP00000034879	Hmg20a
ENSMUSG00000024927	ENSMUST00000025867	ENSMUSP00000025867	Rela
ENSMUSG00000034430	ENSMUST00000113539	ENSMUSP00000109167	Zxdc
ENSMUSG00000036867	ENSMUST00000041029	ENSMUSP00000036285	Smad6
ENSMUSG00000072915	ENSMUST00000139337	ENSMUSP00000117644	Gm12258
ENSMUSG00000020491	ENSMUST00000073924	ENSMUSP00000073579	2810021J22Rik
ENSMUSG00000037001	ENSMUST00000102703	ENSMUSP00000099764	Zfp39
ENSMUSG00000034968	ENSMUST00000041265	ENSMUSP00000047134	Lbx2
ENSMUSG00000031907	ENSMUST00000213045	ENSMUSP00000148833	Zfp90
ENSMUSG00000012396	ENSMUST00000112581	ENSMUSP00000108200	Nanog
ENSMUSG00000038193	ENSMUST00000040104	ENSMUSP00000044983	Hand2
ENSMUSG00000029179	ENSMUST00000113901		Zcchc4
ENSMUSG00000031393	ENSMUST00000100750	ENSMUSP00000098314	Mecp2
ENSMUSG00000048502	ENSMUST00000172465		Duxbl1
ENSMUSG00000015714	ENSMUST00000129267	ENSMUSP00000121110	Cers2
ENSMUSG00000021271	ENSMUST00000221549	ENSMUSP00000152270	Zfp839
ENSMUSG00000031728	ENSMUST00000212964	ENSMUSP00000148334	Zfp821
ENSMUSG00000003923	ENSMUST00000092430	ENSMUSP00000090086	Tfam
ENSMUSG00000040891	ENSMUST00000036018	ENSMUSP00000043173	Foxa3
ENSMUSG00000015697	ENSMUST00000124638		Setdb1
ENSMUSG00000064141	ENSMUST00000106280	ENSMUSP00000101887	Zfp69
ENSMUSG00000028799	ENSMUST00000106072	ENSMUSP00000101686	Zfp362
ENSMUSG00000034701	ENSMUST00000041099	ENSMUSP00000040364	Neurod1
ENSMUSG00000054272	ENSMUST00000131379	ENSMUSP00000118506	Zscan4c
ENSMUSG00000025019	ENSMUST00000067795	ENSMUSP00000067603	Lcor
ENSMUSG00000071350	ENSMUST00000161459	ENSMUSP00000124696	Setdb2
ENSMUSG00000043013	ENSMUST00000056006	ENSMUSP00000058020	Onecut1
ENSMUSG00000063672	ENSMUST00000071588	ENSMUSP00000071517	Nkx6-3
ENSMUSG00000051499	ENSMUST00000058844	ENSMUSP00000057495	Zfp786
ENSMUSG00000028940	ENSMUST00000030782	ENSMUSP00000030782	Hes2
ENSMUSG00000041703	ENSMUST00000039118	ENSMUSP00000035754	Zic5
ENSMUSG00000030087	ENSMUST00000032174	ENSMUSP00000032174	Klf15
ENSMUSG00000049295	ENSMUST00000226522	ENSMUSP00000154709	Zfp219
ENSMUSG00000062519	ENSMUST00000146202		Zfp398
ENSMUSG00000029587	ENSMUST00000077485	ENSMUSP00000076693	Zfp12
ENSMUSG00000016831	ENSMUST00000022766	ENSMUSP00000022766	Tox4
ENSMUSG00000061524	ENSMUST00000075888	ENSMUSP00000075283	Zic2
ENSMUSG00000046658	ENSMUST00000161448	ENSMUSP00000125416	Zfp316
ENSMUSG00000046957	ENSMUST00000050658	ENSMUSP00000054083	Spz1
ENSMUSG00000004500	ENSMUST00000038701	ENSMUSP00000041944	Zfp324
ENSMUSG00000003154	ENSMUST00000003238	ENSMUSP00000003238	Foxj2
ENSMUSG00000026890	ENSMUST00000112961	ENSMUSP00000108585	Lhx6
ENSMUSG00000045598	ENSMUST00000106312	ENSMUSP00000101919	Zfp553
ENSMUSG00000001496	ENSMUST00000178477	ENSMUSP00000136103	Nkx2-1
ENSMUSG00000057173	ENSMUST00000151913	ENSMUSP00000121212	Rfx8
ENSMUSG00000042508	ENSMUST00000071921	ENSMUSP00000071815	Dmtf1
ENSMUSG00000031860	ENSMUST00000081503	ENSMUSP00000080219	Pbx4
ENSMUSG00000033961	ENSMUST00000108537	ENSMUSP00000104177	Zfp446
ENSMUSG00000054716	ENSMUST00000052509	ENSMUSP00000056959	Zfp771
ENSMUSG00000075304	ENSMUST00000100043	ENSMUSP00000097620	Sp5
ENSMUSG00000046532	ENSMUST00000052837	ENSMUSP00000052648	Ar
ENSMUSG00000034551	ENSMUST00000113422	ENSMUSP00000109049	Hdx
ENSMUSG00000066224	ENSMUST00000084698	ENSMUSP00000081748	Arid3c
ENSMUSG00000042439	ENSMUST00000235822	ENSMUSP00000157961	Zfp532
ENSMUSG00000058669	ENSMUST00000072631	ENSMUSP00000072425	Nkx2-9
ENSMUSG00000002996	ENSMUST00000172314	ENSMUSP00000131158	Hbp1
ENSMUSG00000054717	ENSMUST00000067925	ENSMUSP00000065940	Hmgb2
ENSMUSG00000046711	ENSMUST00000118599	ENSMUSP00000113015	Hmga1
ENSMUSG00000025821	ENSMUST00000061890	ENSMUSP00000053643	Zfp282
ENSMUSG00000001497	ENSMUST00000153250	ENSMUSP00000117928	Pax9
ENSMUSG00000052763	ENSMUST00000009411	ENSMUSP00000009411	Zfp212
ENSMUSG00000008206	ENSMUST00000177010		Cers4
ENSMUSG00000001419	ENSMUST00000001455	ENSMUSP00000001455	Mef2d
ENSMUSG00000059689	ENSMUST00000127593		Zfp637
ENSMUSG00000024220	ENSMUST00000073534	ENSMUSP00000073226	Zfp523
ENSMUSG00000059325	ENSMUST00000120827	ENSMUSP00000113295	Hopx
ENSMUSG00000072675	ENSMUST00000174012		Duxbl2
ENSMUSG00000073043	ENSMUST00000101351	ENSMUSP00000098903	Atoh1
ENSMUSG00000042097	ENSMUST00000136316		Zfp239
ENSMUSG00000028946	ENSMUST00000094438	ENSMUSP00000092006	Hes3
ENSMUSG00000024955	ENSMUST00000172975	ENSMUSP00000133916	Esrra
ENSMUSG00000000134	ENSMUST00000144715		Tfe3
ENSMUSG00000021485	ENSMUST00000021941	ENSMUSP00000021941	Mxd3
ENSMUSG00000014592	ENSMUST00000097774	ENSMUSP00000095381	Camta1
ENSMUSG00000029249	ENSMUST00000080359	ENSMUSP00000079231	Rest
ENSMUSG00000019913	ENSMUST00000219436	ENSMUSP00000151816	Sim1
ENSMUSG00000005698	ENSMUST00000132679		Ctcf
ENSMUSG00000044676	ENSMUST00000213084		Zfp612
ENSMUSG00000062939	ENSMUST00000168302	ENSMUSP00000130713	Stat4
ENSMUSG00000006215	ENSMUST00000006377	ENSMUSP00000006377	Zbtb17
ENSMUSG00000001988	ENSMUST00000210748	ENSMUSP00000147412	Npas1
ENSMUSG00000021379	ENSMUST00000021810	ENSMUSP00000021810	Id4
ENSMUSG00000024137	ENSMUST00000227293		E4f1
ENSMUSG00000026104	ENSMUST00000186574	ENSMUSP00000140518	Stat1
ENSMUSG00000024420	ENSMUST00000025288	ENSMUSP00000025288	Zfp521
ENSMUSG00000035158	ENSMUST00000203884	ENSMUSP00000145132	Mitf
ENSMUSG00000058748	ENSMUST00000202692	ENSMUSP00000143842	Zfp958
ENSMUSG00000066687	ENSMUST00000093852	ENSMUSP00000091374	Zbtb16
ENSMUSG00000037235	ENSMUST00000201189		Mxd4
ENSMUSG00000045466	ENSMUST00000101445	ENSMUSP00000098989	Zfp956
ENSMUSG00000049691	ENSMUST00000060820	ENSMUSP00000051990	Nkx3-2
ENSMUSG00000037896	ENSMUST00000084968	ENSMUSP00000082034	Rcor1
ENSMUSG00000029705	ENSMUST00000175998	ENSMUSP00000135816	Cux1
ENSMUSG00000022389	ENSMUST00000109553	ENSMUSP00000105180	Tef
ENSMUSG00000071773	ENSMUST00000115210	ENSMUSP00000110865	Rhox1
ENSMUSG00000046185	ENSMUST00000032802	ENSMUSP00000032802	Zfp84
ENSMUSG00000050954	ENSMUST00000176176	ENSMUSP00000134793	Zfp169
ENSMUSG00000079637	ENSMUST00000184688	ENSMUSP00000139080	Rhox2c
ENSMUSG00000047473	ENSMUST00000032803	ENSMUSP00000032803	Zfp30
ENSMUSG00000036721	ENSMUST00000225545	ENSMUSP00000153548	Zscan12
ENSMUSG00000032411	ENSMUST00000165120	ENSMUSP00000132934	Tfdp2
ENSMUSG00000059626	ENSMUST00000115198	ENSMUSP00000110852	Rhox3e
ENSMUSG00000079635	ENSMUST00000115183	ENSMUSP00000110837	Rhox4c
ENSMUSG00000042320	ENSMUST00000177289	ENSMUSP00000135881	Prox2
ENSMUSG00000079638	ENSMUST00000115191	ENSMUSP00000110845	Rhox2b
ENSMUSG00000079639	ENSMUST00000115194	ENSMUSP00000110848	Rhox4a
ENSMUSG00000008575	ENSMUST00000107245	ENSMUSP00000102865	Nfib
ENSMUSG00000071770	ENSMUST00000089075	ENSMUSP00000086475	Rhox4e
ENSMUSG00000071772	ENSMUST00000115203	ENSMUSP00000110857	Rhox3a
ENSMUSG00000079636	ENSMUST00000115188	ENSMUSP00000110842	Rhox3c
ENSMUSG00000079633	ENSMUST00000115175	ENSMUSP00000110829	Rhox4d
ENSMUSG00000051827	ENSMUST00000063340	ENSMUSP00000067190	Rhox2a
ENSMUSG00000038418	ENSMUST00000064795	ENSMUSP00000069616	Egr1
ENSMUSG00000071771	ENSMUST00000096458	ENSMUSP00000094197	Rhox4b
ENSMUSG00000030551	ENSMUST00000032768	ENSMUSP00000032768	Nr2f2
ENSMUSG00000049600	ENSMUST00000210282	ENSMUSP00000147298	Zbtb45
ENSMUSG00000055874	ENSMUST00000163089	ENSMUSP00000125380	Foxi3
ENSMUSG00000028042	ENSMUST00000107433	ENSMUSP00000103056	Zbtb7b
ENSMUSG00000062944	ENSMUST00000078816	ENSMUSP00000077867	9130023H24Rik
ENSMUSG00000043753	ENSMUST00000131576		Dmrta1
ENSMUSG00000020679	ENSMUST00000135975	ENSMUSP00000117036	Hnf1b
ENSMUSG00000074472	ENSMUST00000217301	ENSMUSP00000149642	Zfp872
ENSMUSG00000070902	ENSMUST00000107129	ENSMUSP00000102746	Zfp352
ENSMUSG00000021327	ENSMUST00000070785	ENSMUSP00000068424	Zkscan3
ENSMUSG00000039219	ENSMUST00000155553		Arid4b
ENSMUSG00000022205	ENSMUST00000022816	ENSMUSP00000022816	Sub1
ENSMUSG00000025529	ENSMUST00000151972		Zfp711
ENSMUSG00000027833	ENSMUST00000162098	ENSMUSP00000123838	Shox2
ENSMUSG00000075040	ENSMUST00000099714	ENSMUSP00000097301	Zfp408
ENSMUSG00000026135	ENSMUST00000113737	ENSMUSP00000109366	Zfp142
ENSMUSG00000021362	ENSMUST00000225420		Gcm2
ENSMUSG00000031921	ENSMUST00000133925	ENSMUSP00000118759	Terf2
ENSMUSG00000011427	ENSMUST00000178162	ENSMUSP00000136932	Zfp790
ENSMUSG00000031965	ENSMUST00000052946	ENSMUSP00000052591	Tbx20
ENSMUSG00000071477	ENSMUST00000095944	ENSMUSP00000093637	Zfp777
ENSMUSG00000031189	ENSMUST00000033532	ENSMUSP00000033532	Aff2
ENSMUSG00000044167	ENSMUST00000053764	ENSMUSP00000055308	Foxo1
ENSMUSG00000057551	ENSMUST00000213725	ENSMUSP00000151161	Zfp317
ENSMUSG00000047371	ENSMUST00000060783	ENSMUSP00000055374	Zfp768
ENSMUSG00000054381	ENSMUST00000067425	ENSMUSP00000070685	Zfp747
ENSMUSG00000021743	ENSMUST00000224714	ENSMUSP00000153090	Fezf2
ENSMUSG00000030823	ENSMUST00000049052	ENSMUSP00000038195	9130019O22Rik
ENSMUSG00000050855	ENSMUST00000108223	ENSMUSP00000103858	Zfp940
ENSMUSG00000070828	ENSMUST00000145237	ENSMUSP00000120149	Zscan4f
ENSMUSG00000008193	ENSMUST00000035323	ENSMUSP00000035539	Spib
ENSMUSG00000001103	ENSMUST00000001130	ENSMUSP00000001130	Sebox
ENSMUSG00000022463	ENSMUST00000023100	ENSMUSP00000023100	Srebf2
ENSMUSG00000078580	ENSMUST00000165495	ENSMUSP00000126288	E430018J23Rik
ENSMUSG00000027109	ENSMUST00000102689	ENSMUSP00000099750	Sp3
ENSMUSG00000022228	ENSMUST00000032820	ENSMUSP00000032820	Zscan26
ENSMUSG00000028707	ENSMUST00000064806	ENSMUSP00000134457	Dmbx1
ENSMUSG00000045757	ENSMUST00000059199	ENSMUSP00000052944	Zfp764
ENSMUSG00000003847	ENSMUST00000133026	ENSMUSP00000116631	Nfat5
ENSMUSG00000067919	ENSMUST00000075775	ENSMUSP00000075179	Rex2
ENSMUSG00000067916	ENSMUST00000084149	ENSMUSP00000081167	Zfp991
ENSMUSG00000015839	ENSMUST00000102672	ENSMUSP00000099733	Nfe2l2
ENSMUSG00000057691	ENSMUST00000073124	ENSMUSP00000072868	Zfp746
ENSMUSG00000032405	ENSMUST00000098651	ENSMUSP00000096248	Pias1
ENSMUSG00000049823	ENSMUST00000173093	ENSMUSP00000133903	Zbtb12
ENSMUSG00000054931	ENSMUST00000062609	ENSMUSP00000054604	Zkscan4
ENSMUSG00000034057	ENSMUST00000048229	ENSMUSP00000037477	Myrfl
ENSMUSG00000067942	ENSMUST00000232473	ENSMUSP00000155916	Zfp160
ENSMUSG00000030443	ENSMUST00000062765	ENSMUSP00000053935	Zfp583
ENSMUSG00000036972	ENSMUST00000173342	ENSMUSP00000133974	Zic4
ENSMUSG00000040270	ENSMUST00000108180	ENSMUSP00000103815	Bach2
ENSMUSG00000032368	ENSMUST00000034927	ENSMUSP00000034927	Zic1
ENSMUSG00000078497	ENSMUST00000133078	ENSMUSP00000115135	Zfp978
ENSMUSG00000074406	ENSMUST00000116354	ENSMUSP00000112058	Zfp628
ENSMUSG00000049532	ENSMUST00000135523	ENSMUSP00000154331	Sall2
ENSMUSG00000012520	ENSMUST00000012664	ENSMUSP00000012664	Phox2b
ENSMUSG00000078496	ENSMUST00000105721	ENSMUSP00000101346	Zfp982
ENSMUSG00000021514	ENSMUST00000126879	ENSMUSP00000119114	Zfp369
ENSMUSG00000048385	ENSMUST00000096365	ENSMUSP00000094093	Scrt1
ENSMUSG00000027684	ENSMUST00000172694	ENSMUSP00000134303	Mecom
ENSMUSG00000024431	ENSMUST00000115567	ENSMUSP00000111229	Nr3c1
ENSMUSG00000002108	ENSMUST00000150654		Nr1h3
ENSMUSG00000027210	ENSMUST00000028639	ENSMUSP00000028639	Meis2
ENSMUSG00000038797	ENSMUST00000132163	ENSMUSP00000118774	Zscan2
ENSMUSG00000041540	ENSMUST00000038815	ENSMUSP00000047567	Sox5
ENSMUSG00000021944	ENSMUST00000118022	ENSMUSP00000113891	Gata4
ENSMUSG00000063894	ENSMUST00000045228	ENSMUSP00000040248	Zkscan8
ENSMUSG00000028654	ENSMUST00000144998	ENSMUSP00000117232	Mycl
ENSMUSG00000008976	ENSMUST00000114184	ENSMUSP00000109822	Gabpa
ENSMUSG00000050240	ENSMUST00000090190	ENSMUSP00000087656	Hic2
ENSMUSG00000027967	ENSMUST00000029587	ENSMUSP00000029587	Neurog2
ENSMUSG00000055150	ENSMUST00000207347	ENSMUSP00000147154	Zfp78
ENSMUSG00000016503	ENSMUST00000146511	ENSMUSP00000119607	Gtf3a
ENSMUSG00000065999	ENSMUST00000139784	ENSMUSP00000123296	Zfp985
ENSMUSG00000044807	ENSMUST00000109135	ENSMUSP00000104763	Zfp354c
ENSMUSG00000002111	ENSMUST00000169852	ENSMUSP00000130368	Spi1
ENSMUSG00000044296	ENSMUST00000109134	ENSMUSP00000104762	Zfp879
ENSMUSG00000021099	ENSMUST00000021519	ENSMUSP00000021519	Six6
ENSMUSG00000055053	ENSMUST00000105321	ENSMUSP00000100958	Nfic
ENSMUSG00000067071	ENSMUST00000132188		Hes6
ENSMUSG00000007872	ENSMUST00000008016	ENSMUSP00000008016	Id3
ENSMUSG00000066000	ENSMUST00000105720	ENSMUSP00000101345	Zfp979
ENSMUSG00000026565	ENSMUST00000160260	ENSMUSP00000124738	Pou2f1
ENSMUSG00000025997	ENSMUST00000027146	ENSMUSP00000027146	Ikzf2
ENSMUSG00000027806	ENSMUST00000099090	ENSMUSP00000096688	Tsc22d2
ENSMUSG00000031162	ENSMUST00000033502	ENSMUSP00000033502	Gata1
ENSMUSG00000025612	ENSMUST00000026703	ENSMUSP00000026703	Bach1
ENSMUSG00000079466	ENSMUST00000113470	ENSMUSP00000109098	Prdm12
ENSMUSG00000048728	ENSMUST00000050595	ENSMUSP00000061824	Zfp454
ENSMUSG00000062861	ENSMUST00000081022	ENSMUSP00000079812	Zfp28
ENSMUSG00000018983	ENSMUST00000061721	ENSMUSP00000050047	E2f2
ENSMUSG00000022053	ENSMUST00000022637	ENSMUSP00000022637	Ebf2
ENSMUSG00000050966	ENSMUST00000051674	ENSMUSP00000050488	Lin28a
ENSMUSG00000049410	ENSMUST00000105884	ENSMUSP00000101508	Zfp683
ENSMUSG00000059824	ENSMUST00000080885	ENSMUSP00000079693	Dbp
ENSMUSG00000049321	ENSMUST00000109129	ENSMUSP00000104757	Zfp2
ENSMUSG00000030380	ENSMUST00000069289	ENSMUSP00000069122	Mzf1
ENSMUSG00000016087	ENSMUST00000016231	ENSMUSP00000016231	Fli1
ENSMUSG00000051550	ENSMUST00000159754		Zfp579
ENSMUSG00000073176	ENSMUST00000101560	ENSMUSP00000099096	Zfp449
ENSMUSG00000026279	ENSMUST00000190116	ENSMUSP00000140761	Thap4
ENSMUSG00000020335	ENSMUST00000109124	ENSMUSP00000104752	Zfp354b
ENSMUSG00000044542	ENSMUST00000051159	ENSMUSP00000057231	Prop1
ENSMUSG00000058402	ENSMUST00000074876	ENSMUSP00000074417	Zfp420
ENSMUSG00000024518	ENSMUST00000236247		Rax
ENSMUSG00000062518	ENSMUST00000117638	ENSMUSP00000113561	Zfp534
ENSMUSG00000002250	ENSMUST00000002320	ENSMUSP00000002320	Ppard
ENSMUSG00000043290	ENSMUST00000062428	ENSMUSP00000051979	Zfp784
ENSMUSG00000055633	ENSMUST00000069324	ENSMUSP00000065861	Zfp580
ENSMUSG00000051184	ENSMUST00000207901	ENSMUSP00000146921	Zfp524
ENSMUSG00000061374	ENSMUST00000167804	ENSMUSP00000126765	Fiz1
ENSMUSG00000018651	ENSMUST00000018795	ENSMUSP00000018795	Tada2a
ENSMUSG00000042472	ENSMUST00000045931	ENSMUSP00000045550	Zfp410
ENSMUSG00000074405	ENSMUST00000076251	ENSMUSP00000075601	Zfp865
ENSMUSG00000046311	ENSMUST00000109198	ENSMUSP00000104821	Zfp62
ENSMUSG00000027667	ENSMUST00000193287	ENSMUSP00000141341	Zfp639
ENSMUSG00000018347	ENSMUST00000018491	ENSMUSP00000018491	Zkscan6
ENSMUSG00000059975	ENSMUST00000108212	ENSMUSP00000103847	Zfp74
ENSMUSG00000078495	ENSMUST00000122309	ENSMUSP00000114023	Zfp984
ENSMUSG00000059423	ENSMUST00000105718	ENSMUSP00000101343	Zfp933
ENSMUSG00000062040	ENSMUST00000162592	ENSMUSP00000123953	Zfp27
ENSMUSG00000066797	ENSMUST00000086195	ENSMUSP00000083370	Zfp648
ENSMUSG00000005897	ENSMUST00000105290	ENSMUSP00000100927	Nr2c1
ENSMUSG00000039759	ENSMUST00000036680	ENSMUSP00000035240	Thap3
ENSMUSG00000053747	ENSMUST00000054819	ENSMUSP00000091310	Sox14
ENSMUSG00000007805	ENSMUST00000007949	ENSMUSP00000007949	Twist2
ENSMUSG00000029913	ENSMUST00000031976	ENSMUSP00000031976	Prdm5
ENSMUSG00000053129	ENSMUST00000065382	ENSMUSP00000069728	Gsx1
ENSMUSG00000029644	ENSMUST00000085591	ENSMUSP00000082729	Pdx1
ENSMUSG00000005621	ENSMUST00000107353	ENSMUSP00000102976	Zfp592
ENSMUSG00000033740	ENSMUST00000140079	ENSMUSP00000118322	St18
ENSMUSG00000055197	ENSMUST00000068631	ENSMUSP00000070878	Fev
ENSMUSG00000037395	ENSMUST00000110849	ENSMUSP00000106473	Rcor3
ENSMUSG00000029646	ENSMUST00000031650	ENSMUSP00000031650	Cdx2
ENSMUSG00000024985	ENSMUST00000041717	ENSMUSP00000042950	Tcf7l2
ENSMUSG00000021381	ENSMUST00000021813	ENSMUSP00000021813	Barx1
ENSMUSG00000028952	ENSMUST00000155389	ENSMUSP00000114726	Zbtb48
ENSMUSG00000033016	ENSMUST00000236310	ENSMUSP00000158284	Nfatc1
ENSMUSG00000050605	ENSMUST00000077780	ENSMUSP00000076954	Zfp61
ENSMUSG00000038415	ENSMUST00000042118	ENSMUSP00000036952	Foxq1
ENSMUSG00000009733	ENSMUST00000231174	ENSMUSP00000155598	Tfcp2
ENSMUSG00000072672	ENSMUST00000173423		Duxbl3
ENSMUSG00000071646	ENSMUST00000096240	ENSMUSP00000093959	Mta2
ENSMUSG00000027490	ENSMUST00000103145	ENSMUSP00000099434	E2f1
ENSMUSG00000055210	ENSMUST00000068654	ENSMUSP00000066868	Foxd2
ENSMUSG00000025602	ENSMUST00000168691	ENSMUSP00000130163	Zfp202
ENSMUSG00000032035	ENSMUST00000183879		Ets1
ENSMUSG00000031627	ENSMUST00000034041	ENSMUSP00000034041	Irf2
ENSMUSG00000068859	ENSMUST00000090813	ENSMUSP00000088322	Sp9
ENSMUSG00000074282	ENSMUST00000108436	ENSMUSP00000104075	Zfp94
ENSMUSG00000074221	ENSMUST00000148442	ENSMUSP00000118387	Zfp568
ENSMUSG00000027796	ENSMUST00000029371	ENSMUSP00000029371	Smad9
ENSMUSG00000051351	ENSMUST00000144217	ENSMUSP00000118495	Zfp46
ENSMUSG00000044518	ENSMUST00000050940	ENSMUSP00000050445	Foxe3
ENSMUSG00000051367	ENSMUST00000176310		Six1
ENSMUSG00000053985	ENSMUST00000207873	ENSMUSP00000146824	Zfp14
ENSMUSG00000038402	ENSMUST00000042054	ENSMUSP00000046789	Foxf2
ENSMUSG00000059842	ENSMUST00000081926	ENSMUSP00000080596	Zfp341
ENSMUSG00000032015	ENSMUST00000176636	ENSMUSP00000135115	Pou2f3
ENSMUSG00000034460	ENSMUST00000043208	ENSMUSP00000036150	Six4
ENSMUSG00000006720	ENSMUST00000176511	ENSMUSP00000135173	Zfp184
ENSMUSG00000075045	ENSMUST00000099726	ENSMUSP00000097314	Gm4981
ENSMUSG00000029832	ENSMUST00000005103	ENSMUSP00000005103	Nfe2l3
