loc	ensg	name	tss_loc	strand
chr19:47906381-47922780	ENSG00000105419	MEIS3	chr19:47922780-47922780	-1
chr22:41763337-41795330	ENSG00000167074	TEF	chr22:41763337-41763337	1
chr1:212738676-212794119	ENSG00000162772	ATF3	chr1:212738676-212738676	1
chr8:73921099-73960357	ENSG00000147601	TERF1	chr8:73921099-73921099	1
chr12:101869199-101880775	ENSG00000166211	SPIC	chr12:101869199-101869199	1
chr19:58452201-58459043	ENSG00000152454	ZNF256	chr19:58459043-58459043	-1
chr8:7213039-7243080	ENSG00000215372	ZNF705G	chr8:7243080-7243080	-1
chr14:76776957-76968178	ENSG00000119715	ESRRB	chr14:76776957-76776957	1
chr3:181429714-181432221	ENSG00000181449	SOX2	chr3:181429714-181429714	1
chr10:35415719-35501886	ENSG00000095794	CREM	chr10:35415719-35415719	1
chr7:149461271-149470568	ENSG00000181444	ZNF467	chr7:149470568-149470568	-1
chr2:27371872-27376378	ENSG00000163792	TCF23	chr2:27371872-27371872	1
chr3:141663277-141868386	ENSG00000114126	TFDP2	chr3:141868386-141868386	-1
chr4:26165077-26436541	ENSG00000168214	RBPJ	chr4:26165077-26165077	1
chr22:42229109-42303312	ENSG00000198911	SREBF2	chr22:42229109-42229109	1
chr2:27600098-27603657	ENSG00000163795	ZNF513	chr2:27603657-27603657	-1
chr2:74740590-74744274	ENSG00000115297	TLX2	chr2:74740590-74740590	1
chr8:106330920-106816760	ENSG00000169946	ZFPM2	chr8:106330920-106330920	1
chr19:42590263-42700737	ENSG00000028277	POU2F2	chr19:42700737-42700737	-1
chr9:70426623-70429731	ENSG00000184659	FOXD4L4	chr9:70429731-70429731	-1
chr2:73429386-73439641	ENSG00000214513	NOTO	chr2:73429386-73429386	1
chr11:122848278-122852428	ENSG00000188909	BSX	chr11:122852428-122852428	-1
chr2:182537815-182545603	ENSG00000162992	NEUROD1	chr2:182545603-182545603	-1
chr4:1873151-1983934	ENSG00000109685	WHSC1	chr4:1873151-1873151	1
chr11:118842417-118852001	ENSG00000176302	FOXR1	chr11:118842417-118842417	1
chr16:58028572-58034357	ENSG00000166188	ZNF319	chr16:58034357-58034357	-1
chr9:135820932-135867083	ENSG00000165702	GFI1B	chr9:135820932-135820932	1
chr11:57093459-57103351	ENSG00000149136	SSRP1	chr11:57103351-57103351	-1
chr6:109783797-109804440	ENSG00000112365	ZBTB24	chr6:109804440-109804440	-1
chr19:49843852-49865714	ENSG00000074219	TEAD2	chr19:49865714-49865714	-1
chr11:47376411-47400127	ENSG00000066336	SPI1	chr11:47400127-47400127	-1
chr15:80696692-80890278	ENSG00000172379	ARNT2	chr15:80696692-80696692	1
chr10:131633547-131762105	ENSG00000108001	EBF3	chr10:131762105-131762105	-1
chr2:175936978-176033110	ENSG00000115966	ATF2	chr2:176033110-176033110	-1
chr12:85673885-85695562	ENSG00000180318	ALX1	chr12:85673885-85673885	1
chr6:19837617-19840915	ENSG00000172201	ID4	chr6:19837617-19837617	1
chr20:20348765-20351590	ENSG00000173404	INSM1	chr20:20348765-20348765	1
chrX:119243011-119249847	ENSG00000101883	RHOXF1	chrX:119249847-119249847	-1
chr11:64073044-64084215	ENSG00000173153	ESRRA	chr11:64073044-64073044	1
chr20:56071021-56100708	ENSG00000124092	CTCFL	chr20:56100708-56100708	-1
chr19:3769087-3772233	ENSG00000173976	RAX2	chr19:3772233-3772233	-1
chr1:221051699-221058401	ENSG00000136630	HLX	chr1:221051699-221051699	1
chr19:22469210-22499978	ENSG00000196350	ZNF729	chr19:22469210-22469210	1
chr8:67474410-67526482	ENSG00000185697	MYBL1	chr8:67526482-67526482	-1
chr19:36673188-36737159	ENSG00000196357	ZNF565	chr19:36737159-36737159	-1
chr20:584441-591042	ENSG00000125878	TCF15	chr20:591042-591042	-1
chr17:42282401-42298994	ENSG00000108312	UBTF	chr17:42298994-42298994	-1
chr1:170631869-170708560	ENSG00000116132	PRRX1	chr1:170631869-170631869	1
chr16:67063019-67134961	ENSG00000067955	CBFB	chr16:67063019-67063019	1
chr19:9638667-9649303	ENSG00000130818	ZNF426	chr19:9649303-9649303	-1
chr17:16454701-16472520	ENSG00000141040	ZNF287	chr17:16472520-16472520	-1
chr7:150845676-150871832	ENSG00000164900	GBX1	chr7:150871832-150871832	-1
chr8:65492814-65496181	ENSG00000180828	BHLHE22	chr8:65492814-65492814	1
chr7:156786745-156803345	ENSG00000130675	MNX1	chr7:156803345-156803345	-1
chr16:3272325-3286221	ENSG00000010539	ZNF200	chr16:3286221-3286221	-1
chrX:103494719-103499614	ENSG00000123576	ESX1	chrX:103499614-103499614	-1
chr11:89485953-89487143	ENSG00000234376	UBTFL2	chr11:89487143-89487143	-1
chr16:1031808-1036979	ENSG00000005513	SOX8	chr16:1031808-1031808	1
chr6:90636248-91006627	ENSG00000112182	BACH2	chr6:91006627-91006627	-1
chr19:7580178-7585912	ENSG00000198816	ZNF358	chr19:7580178-7580178	1
chr1:42642210-42801548	ENSG00000198815	FOXJ3	chr1:42801548-42801548	-1
chr5:137801179-137805004	ENSG00000120738	EGR1	chr5:137801179-137801179	1
chr18:46446223-46477081	ENSG00000101665	SMAD7	chr18:46477081-46477081	-1
chr7:27193335-27197555	ENSG00000122592	HOXA7	chr7:27197555-27197555	-1
chr1:27022524-27108595	ENSG00000117713	ARID1A	chr1:27022524-27022524	1
chr19:12035883-12061588	ENSG00000196757	ZNF700	chr19:12035883-12035883	1
chr3:24158651-24536773	ENSG00000151090	THRB	chr3:24536773-24536773	-1
chr15:68346517-68483096	ENSG00000033800	PIAS1	chr15:68346517-68346517	1
chr18:52889562-53332018	ENSG00000196628	TCF4	chr18:53332018-53332018	-1
chr5:150273954-150284545	ENSG00000145908	ZNF300	chr5:150284545-150284545	-1
chr14:35221937-35344853	ENSG00000198604	BAZ1A	chr14:35344853-35344853	-1
chr14:61176246-61191066	ENSG00000100625	SIX4	chr14:61191066-61191066	-1
chr16:3355406-3368852	ENSG00000162086	ZNF75A	chr16:3355406-3355406	1
chr20:62783144-62873604	ENSG00000196132	MYT1	chr20:62783144-62783144	1
chr9:139088096-139096955	ENSG00000107187	LHX3	chr9:139096955-139096955	-1
chr12:108126643-108155049	ENSG00000110851	PRDM4	chr12:108155049-108155049	-1
chr11:63527364-63536113	ENSG00000188070	C11orf95	chr11:63536113-63536113	-1
chr2:10085341-10142411	ENSG00000134317	GRHL1	chr2:10085341-10085341	1
chrX:66764465-66950461	ENSG00000169083	AR	chrX:66764465-66764465	1
chr9:135457572-135465653	ENSG00000125492	BARHL1	chr9:135457572-135457572	1
chr7:55955169-56009918	ENSG00000178665	ZNF713	chr7:55955169-55955169	1
chr5:142657496-142815077	ENSG00000113580	NR3C1	chr5:142815077-142815077	-1
chr1:43312280-43318148	ENSG00000164011	ZNF691	chr1:43312280-43312280	1
chr19:57791419-57804937	ENSG00000197714	ZNF460	chr19:57791419-57791419	1
chr14:105886159-105937066	ENSG00000182979	MTA1	chr14:105886159-105886159	1
chr16:86544133-86548076	ENSG00000103241	FOXF1	chr16:86544133-86544133	1
chr7:144094333-144107320	ENSG00000106410	NOBOX	chr7:144107320-144107320	-1
chr19:22867969-22869534	ENSG00000198153	ZNF849P	chr19:22867969-22867969	1
chr19:54135310-54140263	ENSG00000204595	DPRX	chr19:54135310-54135310	1
chr6:27093676-27100541	ENSG00000124635	HIST1H2BJ	chr6:27100541-27100541	-1
chr1:115259534-115301297	ENSG00000009307	CSDE1	chr1:115301297-115301297	-1
chr14:105266933-105271049	ENSG00000179627	ZBTB42	chr14:105266933-105266933	1
chr19:11670189-11729950	ENSG00000198551	ZNF627	chr19:11670189-11670189	1
chr7:99070464-99101273	ENSG00000198556	ZNF789	chr7:99070464-99070464	1
chr1:197881037-197904608	ENSG00000143355	LHX9	chr1:197881037-197881037	1
chr1:167190066-167396582	ENSG00000143190	POU2F1	chr1:167190066-167190066	1
chr22:39915700-39918691	ENSG00000128272	ATF4	chr22:39915700-39915700	1
chr19:37178514-37218603	ENSG00000189042	ZNF567	chr19:37178514-37178514	1
chr8:102504660-102681954	ENSG00000083307	GRHL2	chr8:102504660-102504660	1
chr7:116312444-116438440	ENSG00000105976	MET	chr7:116312444-116312444	1
chr19:53267448-53290044	ENSG00000189190	ZNF600	chr19:53290044-53290044	-1
chr19:53868946-53895470	ENSG00000203326	ZNF525	chr19:53868946-53868946	1
chr19:37341263-37403931	ENSG00000251247	ZNF345	chr19:37341263-37341263	1
chr19:37308330-37341689	ENSG00000197863	ZNF790	chr19:37341689-37341689	-1
chr11:34500340-34535352	ENSG00000135374	ELF5	chr11:34535352-34535352	-1
chr12:133562951-133589154	ENSG00000198393	ZNF26	chr12:133562951-133562951	1
chr16:67596310-67673086	ENSG00000102974	CTCF	chr16:67596310-67596310	1
chr12:54366910-54371427	ENSG00000123388	HOXC11	chr12:54366910-54366910	1
chr12:57489191-57525922	ENSG00000166888	STAT6	chr12:57525922-57525922	-1
chr1:165171104-165325952	ENSG00000162761	LMX1A	chr1:165325952-165325952	-1
chr7:27139721-27142430	ENSG00000105996	HOXA2	chr7:27142430-27142430	-1
chr7:27145803-27192200	ENSG00000105997	HOXA3	chr7:27192200-27192200	-1
chr7:27132612-27135615	ENSG00000105991	HOXA1	chr7:27135615-27135615	-1
chr19:35417807-35436074	ENSG00000168661	ZNF30	chr19:35417807-35417807	1
chr7:126986844-127071978	ENSG00000048405	ZNF800	chr7:127071978-127071978	-1
chr19:58258164-58269527	ENSG00000152443	ZNF776	chr19:58258164-58258164	1
chr3:141043055-141168634	ENSG00000177311	ZBTB38	chr3:141043055-141043055	1
chr4:188916925-188926204	ENSG00000179059	ZFP42	chr4:188916925-188916925	1
chr12:54332535-54340328	ENSG00000123364	HOXC13	chr12:54332535-54332535	1
chr6:99282580-99286660	ENSG00000184486	POU3F2	chr6:99282580-99282580	1
chrX:70316047-70323385	ENSG00000184481	FOXO4	chrX:70316047-70316047	1
chr10:23481256-23483181	ENSG00000168267	PTF1A	chr10:23481256-23481256	1
chr6:144261437-144385735	ENSG00000118495	PLAGL1	chr6:144385735-144385735	-1
chr11:129245835-129322171	ENSG00000043039	BARX2	chr11:129245835-129245835	1
chr5:169532901-169536727	ENSG00000168269	FOXI1	chr5:169532901-169532901	1
chr19:52516018-52533493	ENSG00000142556	ZNF614	chr19:52533493-52533493	-1
chrY:20893326-20935621	ENSG00000169953	HSFY2	chrY:20935621-20935621	-1
chr16:30565085-30569819	ENSG00000169951	ZNF764	chr16:30569819-30569819	-1
chr16:30535325-30538142	ENSG00000169957	ZNF768	chr16:30538142-30538142	-1
chr3:185764097-185828107	ENSG00000244405	ETV5	chr3:185828107-185828107	-1
chr17:5008836-5026411	ENSG00000167840	ZNF232	chr17:5026411-5026411	-1
chr13:36742931-36871979	ENSG00000250709	CCDC169-SOHLH2	chr13:36871979-36871979	-1
chr2:121493199-121750229	ENSG00000074047	GLI2	chr2:121493199-121493199	1
chr8:86089460-86129387	ENSG00000133740	E2F5	chr8:86089460-86089460	1
chr2:75185619-75197255	ENSG00000115350	POLE4	chr2:75185619-75185619	1
chr19:21106028-21133503	ENSG00000105750	ZNF85	chr19:21106028-21106028	1
chr19:37672481-37709055	ENSG00000245680	ZNF585B	chr19:37709055-37709055	-1
chrX:148855726-148858525	ENSG00000171116	HSFX1	chrX:148855726-148855726	1
chr13:74260226-74708394	ENSG00000118922	KLF12	chr13:74708394-74708394	-1
chr2:162272605-162282381	ENSG00000136535	TBR1	chr2:162272605-162272605	1
chr1:47881744-47883723	ENSG00000186790	FOXE3	chr1:47881744-47881744	1
chr9:99959537-99961910	ENSG00000188801	ZNF322P1	chr9:99961910-99961910	-1
chr11:8040791-8127659	ENSG00000166402	TUB	chr11:8040791-8040791	1
chr12:56735381-56753939	ENSG00000170581	STAT2	chr12:56753939-56753939	-1
chr2:114256661-114258728	ENSG00000184492	FOXD4L1	chr2:114256661-114256661	1
chr11:32409321-32457176	ENSG00000184937	WT1	chr11:32457176-32457176	-1
chr6:391739-411447	ENSG00000137265	IRF4	chr6:391739-391739	1
chr6:1312675-1314992	ENSG00000164379	FOXQ1	chr6:1312675-1312675	1
chr12:54379629-54429145	ENSG00000172789	HOXC5	chr12:54379629-54379629	1
chr17:15602891-15640874	ENSG00000187607	ZNF286A	chr17:15602891-15602891	1
chr7:137559725-137686813	ENSG00000182158	CREB3L2	chr7:137686813-137686813	-1
chr3:187439165-187463515	ENSG00000113916	BCL6	chr3:187463515-187463515	-1
chr7:4815253-4833943	ENSG00000242802	AP5Z1	chr7:4815253-4815253	1
chr19:37902057-37960177	ENSG00000196437	ZNF569	chr19:37960177-37960177	-1
chr8:146198975-146228281	ENSG00000196922	ZNF252P	chr8:146228281-146228281	-1
chr19:38158652-38183223	ENSG00000196381	ZNF781	chr19:38183223-38183223	-1
chr12:133656424-133684130	ENSG00000196387	ZNF140	chr12:133656424-133656424	1
chr9:125670335-125675609	ENSG00000186130	ZBTB6	chr9:125675609-125675609	-1
chr15:71173681-71185124	ENSG00000129028	THAP10	chr15:71185124-71185124	-1
chr11:76061000-76092015	ENSG00000137492	PRKRIR	chr11:76092015-76092015	-1
chr14:37126773-37148920	ENSG00000198807	PAX9	chr14:37126773-37126773	1
chr16:4364762-4389598	ENSG00000126603	GLIS2	chr16:4364762-4364762	1
chr1:214156524-214214595	ENSG00000117707	PROX1	chr1:214156524-214156524	1
chr16:67226072-67232821	ENSG00000205250	E2F4	chr16:67226072-67226072	1
chr6:32152512-32157963	ENSG00000204304	PBX2	chr6:32157963-32157963	-1
chr18:5954705-6415236	ENSG00000154655	L3MBTL4	chr18:6415236-6415236	-1
chr20:42295754-42345136	ENSG00000101057	MYBL2	chr20:42295754-42295754	1
chr19:58433252-58446761	ENSG00000196724	ZNF418	chr19:58446761-58446761	-1
chr3:44754135-44765323	ENSG00000196653	ZNF502	chr3:44754135-44754135	1
chr22:35462129-35483380	ENSG00000175329	ISX	chr22:35462129-35462129	1
chr1:244214585-244220778	ENSG00000179456	ZBTB18	chr1:244214585-244214585	1
chr3:113953483-113956425	ENSG00000174255	ZNF80	chr3:113956425-113956425	-1
chr18:14057456-14132489	ENSG00000175322	ZNF519	chr18:14132489-14132489	-1
chr5:178368192-178393434	ENSG00000178187	ZNF454	chr5:178368192-178368192	1
chr5:177419236-177423243	ENSG00000175325	PROP1	chr5:177423243-177423243	-1
chr3:168801287-169381406	ENSG00000085276	MECOM	chr3:169381406-169381406	-1
chr3:169490619-169507504	ENSG00000085274	MYNN	chr3:169490619-169490619	1
chr17:70117161-70122561	ENSG00000125398	SOX9	chr17:70117161-70117161	1
chr19:37958487-37976260	ENSG00000171827	ZNF570	chr19:37958487-37958487	1
chr19:37095719-37119499	ENSG00000161298	ZNF382	chr19:37095719-37095719	1
chr4:47849257-47916653	ENSG00000170448	NFXL1	chr4:47916653-47916653	-1
chr16:3451235-3459370	ENSG00000103343	ZNF174	chr16:3451235-3451235	1
chr19:36525887-36545664	ENSG00000161277	THAP8	chr19:36545664-36545664	-1
chr7:99084142-99097947	ENSG00000160908	ZNF394	chr7:99097947-99097947	-1
chr3:32023263-32033120	ENSG00000197385	ZNF860	chr3:32023263-32023263	1
chr17:46698518-46703839	ENSG00000170689	HOXB9	chr17:46703839-46703839	-1
chr19:45574758-45579846	ENSG00000170684	ZNF296	chr19:45579846-45579846	-1
chr9:135251008-135282209	ENSG00000125482	TTF1	chr9:135282209-135282209	-1
chr19:12242932-12267546	ENSG00000213297	ZNF625-ZNF20	chr19:12267546-12267546	-1
chr16:88519725-88603424	ENSG00000179588	ZFPM1	chr16:88519725-88519725	1
chr1:249132409-249143716	ENSG00000171161	ZNF672	chr1:249132409-249132409	1
chr9:99148223-99180611	ENSG00000165244	ZNF367	chr9:99180611-99180611	-1
chr13:112721913-112726020	ENSG00000182968	SOX1	chr13:112721913-112721913	1
chr9:97021593-97063736	ENSG00000175787	ZNF169	chr9:97021593-97021593	1
chr22:31721790-31742218	ENSG00000100105	PATZ1	chr22:31742218-31742218	-1
chrY:3447082-3448082	ENSG00000176679	TGIF2LY	chrY:3447082-3447082	1
chr16:86609974-86615303	ENSG00000176678	FOXL1	chr16:86609974-86609974	1
chr1:151778547-151804348	ENSG00000143365	RORC	chr1:151804348-151804348	-1
chr15:60296421-60353929	ENSG00000171956	FOXB1	chr15:60296421-60296421	1
chr15:90544624-90625438	ENSG00000140548	ZNF710	chr15:90544624-90544624	1
chr7:127250346-127255982	ENSG00000106331	PAX4	chr7:127255982-127255982	-1
chr19:57702868-57724724	ENSG00000083844	ZNF264	chr19:57702868-57702868	1
chr19:58790317-58807254	ENSG00000083842	ZNF8	chr19:58790317-58790317	1
chr4:9385743-9390709	ENSG00000219492	RP11-1396O13.13	chr4:9390709-9390709	-1
chr18:77155856-77289325	ENSG00000131196	NFATC1	chr18:77155856-77155856	1
chr1:157061836-157069600	ENSG00000253831	ETV3L	chr1:157069600-157069600	-1
chr2:171571861-171574588	ENSG00000204335	SP5	chr2:171571861-171571861	1
chr3:5020801-5027008	ENSG00000134107	BHLHE40	chr3:5020801-5020801	1
chrX:153287024-153402578	ENSG00000169057	MECP2	chrX:153402578-153402578	-1
chr19:9434448-9461838	ENSG00000188321	ZNF559	chr19:9434448-9434448	1
chr7:50343720-50472799	ENSG00000185811	IKZF1	chr7:50343720-50343720	1
chr19:38226734-38307940	ENSG00000189144	ZNF573	chr19:38307940-38307940	-1
chr8:7783859-7812271	ENSG00000215356	ZNF705B	chr8:7783859-7783859	1
chr12:57853918-57866045	ENSG00000111087	GLI1	chr12:57853918-57853918	1
chr18:44388353-44500123	ENSG00000078043	PIAS2	chr18:44500123-44500123	-1
chr1:34326076-34330392	ENSG00000176256	HMGB4	chr1:34326076-34326076	1
chr12:111471828-111788358	ENSG00000111249	CUX2	chr12:111471828-111471828	1
chr19:35759881-35770718	ENSG00000105698	USF2	chr19:35759881-35759881	1
chr17:1173853-1174754	ENSG00000205899	BHLHA9	chr17:1173853-1173853	1
chrX:89176881-89177882	ENSG00000153779	TGIF2LX	chrX:89176881-89176881	1
chr19:48023942-48059113	ENSG00000118156	ZNF541	chr19:48059113-48059113	-1
chr19:11594242-11616738	ENSG00000161914	ZNF653	chr19:11616738-11616738	-1
chr2:200134223-200335989	ENSG00000119042	SATB2	chr2:200335989-200335989	-1
chr1:247108849-247242113	ENSG00000135747	ZNF670	chr1:247242113-247242113	-1
chr8:72753784-72756703	ENSG00000178860	MSC	chr8:72756703-72756703	-1
chr14:75319736-75330537	ENSG00000119608	PROX2	chr14:75330537-75330537	-1
chr19:12688775-12750912	ENSG00000188033	ZNF490	chr19:12750912-12750912	-1
chr8:145321517-145323045	ENSG00000187786	SCXB	chr8:145321517-145321517	1
chr7:99647390-99662661	ENSG00000166529	ZSCAN21	chr7:99647390-99647390	1
chr7:99661656-99680171	ENSG00000166526	ZNF3	chr7:99680171-99680171	-1
chr11:71518637-71532594	ENSG00000214534	ZNF705E	chr11:71532594-71532594	-1
chr19:20188803-20237885	ENSG00000213988	ZNF90	chr19:20188803-20188803	1
chr12:2986389-3050306	ENSG00000078246	TULP3	chr12:2986389-2986389	1
chr18:19749404-19782491	ENSG00000141448	GATA6	chr18:19749404-19749404	1
chr4:81105033-81125483	ENSG00000152784	PRDM8	chr4:81105033-81105033	1
chr11:12695969-12966298	ENSG00000187079	TEAD1	chr11:12695969-12695969	1
chr14:37049784-37051812	ENSG00000136327	NKX2-8	chr14:37051812-37051812	-1
chr8:135490031-135725292	ENSG00000066827	ZFAT	chr8:135725292-135725292	-1
chr2:74724644-74730443	ENSG00000179528	LBX2	chr2:74730443-74730443	-1
chr16:69389464-69442474	ENSG00000132604	TERF2	chr16:69442474-69442474	-1
chr3:69788586-70017488	ENSG00000187098	MITF	chr3:69788586-69788586	1
chr17:47865917-47906458	ENSG00000136504	KAT7	chr17:47865917-47865917	1
chr1:40089825-40105617	ENSG00000163909	HEYL	chr1:40105617-40105617	-1
chr10:124907638-124910188	ENSG00000188816	HMX2	chr10:124907638-124907638	1
chr9:129622944-129648157	ENSG00000177125	ZBTB34	chr9:129622944-129622944	1
chr8:144718183-144735900	ENSG00000183309	ZNF623	chr8:144718183-144718183	1
chr1:182023705-182030847	ENSG00000179930	ZNF648	chr1:182030847-182030847	-1
chr1:149856010-149858232	ENSG00000184678	HIST2H2BE	chr1:149858232-149858232	-1
chr2:63277192-63284971	ENSG00000115507	OTX1	chr2:63277192-63277192	1
chr1:22778344-22857650	ENSG00000184677	ZBTB40	chr1:22778344-22778344	1
chr19:4153598-4173051	ENSG00000060566	CREB3L3	chr19:4153598-4153598	1
chrX:24167290-24234372	ENSG00000005889	ZFX	chrX:24167290-24167290	1
chr6:1390069-1395832	ENSG00000137273	FOXF2	chr6:1390069-1390069	1
chr20:21686297-21696620	ENSG00000125813	PAX1	chr20:21686297-21686297	1
chr20:23342787-23353700	ENSG00000125812	GZF1	chr20:23342787-23342787	1
chr20:21376005-21378666	ENSG00000125816	NKX2-4	chr20:21378666-21378666	-1
chr19:58488421-58514717	ENSG00000166704	ZNF606	chr19:58514717-58514717	-1
chr8:48649471-48651648	ENSG00000221869	CEBPD	chr8:48651648-48651648	-1
chr19:21473962-21512227	ENSG00000182141	ZNF708	chr19:21512227-21512227	-1
chr3:44690219-44702283	ENSG00000169981	ZNF35	chr3:44690219-44690219	1
chr7:131808091-132333447	ENSG00000221866	PLXNA4	chr7:132333447-132333447	-1
chr19:2841433-2860482	ENSG00000186300	ZNF555	chr19:2841433-2841433	1
chr15:56922379-57210769	ENSG00000137871	ZNF280D	chr15:57210769-57210769	-1
chr4:76439156-76475683	ENSG00000174796	THAP6	chr4:76439156-76439156	1
chr6:100054606-100063454	ENSG00000112238	PRDM13	chr6:100054606-100054606	1
chr12:54388679-54397121	ENSG00000180806	HOXC9	chr12:54388679-54388679	1
chr15:90895477-90909324	ENSG00000196391	ZNF774	chr15:90895477-90895477	1
chr2:60678302-60780702	ENSG00000119866	BCL11A	chr2:60780702-60780702	-1
chr6:28292470-28324048	ENSG00000235109	ZSCAN31	chr6:28324048-28324048	-1
chr7:63980262-64023484	ENSG00000173041	ZNF680	chr7:64023484-64023484	-1
chrX:25021811-25034065	ENSG00000004848	ARX	chrX:25034065-25034065	-1
chr20:62375019-62462597	ENSG00000130584	ZBTB46	chr20:62462597-62462597	-1
chr14:64915824-64971931	ENSG00000089775	ZBTB25	chr14:64971931-64971931	-1
chr21:36160098-37357047	ENSG00000159216	RUNX1	chr21:37357047-37357047	-1
chr6:41040684-41067715	ENSG00000001167	NFYA	chr6:41040684-41040684	1
chr1:53971910-54199877	ENSG00000174332	GLIS1	chr1:54199877-54199877	-1
chrX:106956451-107020572	ENSG00000157514	TSC22D3	chrX:107020572-107020572	-1
chr17:79876146-79885590	ENSG00000197063	MAFG	chr17:79885590-79885590	-1
chr19:12273879-12300064	ENSG00000196646	ZNF136	chr19:12273879-12273879	1
chr7:149169885-149194908	ENSG00000181220	ZNF746	chr7:149194908-149194908	-1
chr7:6728064-6746554	ENSG00000164631	ZNF12	chr7:6746554-6746554	-1
chr22:20748405-20762745	ENSG00000185252	ZNF74	chr22:20748405-20748405	1
chr13:36742345-36871979	ENSG00000120669	SOHLH2	chr13:36871979-36871979	-1
chr3:137483579-137484396	ENSG00000168875	SOX14	chr3:137483579-137483579	1
chr1:209959036-209979465	ENSG00000117595	IRF6	chr1:209979465-209979465	-1
chr12:56989380-57030600	ENSG00000076108	BAZ2A	chr12:57030600-57030600	-1
chr17:26833261-26865914	ENSG00000109101	FOXN1	chr17:26833261-26833261	1
chr11:31806340-31839509	ENSG00000007372	PAX6	chr11:31839509-31839509	-1
chr19:52567719-52599018	ENSG00000197608	ZNF841	chr19:52599018-52599018	-1
chr16:58553855-58663790	ENSG00000125107	CNOT1	chr16:58663790-58663790	-1
chr1:153940010-153946839	ENSG00000143578	CREB3L4	chr1:153940010-153940010	1
chr19:53030905-53067717	ENSG00000198482	ZNF808	chr19:53030905-53030905	1
chr11:15987995-16761138	ENSG00000110693	SOX6	chr11:16761138-16761138	-1
chr6:26636518-26659980	ENSG00000181315	ZNF322	chr6:26659980-26659980	-1
chr6:85397069-85474237	ENSG00000112837	TBX18	chr6:85474237-85474237	-1
chr19:53569859-53606689	ENSG00000170949	ZNF160	chr19:53606689-53606689	-1
chr6:12008995-12165232	ENSG00000095951	HIVEP1	chr6:12008995-12008995	1
chr17:46688739-46692478	ENSG00000120068	HOXB8	chr17:46692478-46692478	-1
chr19:58739960-58788815	ENSG00000198131	ZNF544	chr19:58739960-58739960	1
chr6:44355262-44418163	ENSG00000096401	CDC5L	chr6:44355262-44355262	1
chr6:27342394-27371683	ENSG00000124613	ZNF391	chr6:27342394-27342394	1
chr5:76924538-76935513	ENSG00000171540	OTP	chr5:76935513-76935513	-1
chr19:45971253-45978437	ENSG00000125740	FOSB	chr19:45971253-45971253	1
chr5:3596168-3601517	ENSG00000170549	IRX1	chr5:3596168-3596168	1
chr7:96634860-96640351	ENSG00000006377	DLX6	chr7:96634860-96634860	1
chr1:151254094-151264656	ENSG00000143373	ZNF687	chr1:151254094-151254094	1
chr22:38597889-38612518	ENSG00000185022	MAFF	chr22:38597889-38597889	1
chr5:135468534-135524435	ENSG00000113658	SMAD5	chr5:135468534-135468534	1
chr1:150898739-150937213	ENSG00000143379	SETDB1	chr1:150898739-150898739	1
chr20:52183604-52226446	ENSG00000171940	ZNF217	chr20:52226446-52226446	-1
chr12:56401443-56432219	ENSG00000123411	IKZF4	chr12:56401443-56401443	1
chr1:165370159-165414433	ENSG00000143171	RXRG	chr1:165414433-165414433	-1
chrX:148674172-148676974	ENSG00000171129	HSFX2	chrX:148676974-148676974	-1
chr12:114791736-114846247	ENSG00000089225	TBX5	chr12:114846247-114846247	-1
chr3:138663066-138665982	ENSG00000183770	FOXL2	chr3:138665982-138665982	-1
chr18:3411606-3458409	ENSG00000177426	TGIF1	chr18:3411606-3411606	1
chr5:178487416-178510538	ENSG00000177932	ZNF354C	chr5:178487416-178487416	1
chrX:139585152-139587225	ENSG00000134595	SOX3	chrX:139587225-139587225	-1
chr1:151313116-151319833	ENSG00000143390	RFX5	chr1:151319833-151319833	-1
chr21:34442450-34444726	ENSG00000184221	OLIG1	chr21:34442450-34442450	1
chr19:35225060-35233777	ENSG00000197841	ZNF181	chr19:35225060-35225060	1
chr6:26199748-26200942	ENSG00000197846	HIST1H2BF	chr6:26199748-26199748	1
chr15:100017370-100256671	ENSG00000068305	MEF2A	chr15:100017370-100017370	1
chr11:64755415-64764517	ENSG00000168062	BATF2	chr11:64764517-64764517	-1
chr6:52991762-53013627	ENSG00000137270	GCM1	chr6:53013627-53013627	-1
chr7:108194987-108210194	ENSG00000177683	THAP5	chr7:108210194-108210194	-1
chr7:73007524-73038873	ENSG00000009950	MLXIPL	chr7:73038873-73038873	-1
chr19:52839498-52871031	ENSG00000167554	ZNF610	chr19:52839498-52839498	1
chr13:73629114-73651676	ENSG00000102554	KLF5	chr13:73629114-73629114	1
chr4:8847802-8873543	ENSG00000215612	HMX1	chr4:8873543-8873543	-1
chr14:74353320-74399214	ENSG00000119725	ZNF410	chr14:74353320-74353320	1
chrX:21874105-21876845	ENSG00000230797	YY2	chrX:21874105-21874105	1
chr19:42772689-42799949	ENSG00000079432	CIC	chr19:42772689-42772689	1
chr6:26273144-26273622	ENSG00000168242	HIST1H2BI	chr6:26273144-26273144	1
chr17:48046334-48052321	ENSG00000108813	DLX4	chr17:48046334-48046334	1
chr19:42348806-42356401	ENSG00000142025	DMRTC2	chr19:42348806-42348806	1
chr19:50919056-50931844	ENSG00000142539	SPIB	chr19:50919056-50919056	1
chr19:49133287-49140695	ENSG00000105516	DBP	chr19:49140695-49140695	-1
